Review ID,text,Body,sentiment,Product id
1133,The Old and the New,"We’ve had the old one for over a decade. My wife says 18 years. She was cleaning it and put it back on the base and it made bad noises so time for a new one. Yeah, the button descriptions wore off eventually and we wrote new ones on. A decade or so in the hinge on the top broke and we made a cute handle for it. But it kept working and heating water to the temp of choice. Time for a new one. Really, I have no complaints. Few things last this well given the abuse we put it through between hot cocoa, French press, oolong, white, and earl grey. It just kept working.",5,B003KYSLNQ
1134,Poor Design,"I bought this based on the recommendation of Wirecutter which appears in the new York Times website. I had dropped (and broke) my very inexpensive basic Hamilton Beach water boiler. Rather than just buying the same unit, I researched and chose this recommended unit, based on the temperature control features.After using the Cuisinart unit, I discovered the following issues:1. the water dribbles and pours out of the spout inconsistently. The is due to the design of the spout which has a screen and plastic ribs on the inside. I find this to be a huge omission buy the Wirecutter testing team. How did they not see this?2. I found the unit heavy and difficult to pour due to all the electronics in the handle.3. I thought that having different water temperatures is a nice feature, and if you drink a lot of tea, I guess it's beneficial, but in my case, all those added electronics in the handle made lifting it clumsy and heavy (and my palette is not that sophisticated).4. Even though the product states that is has ""free returns"", the Amazon seller tried to charge return shipping. I had to ask Amazon to intervene, and eventually theseller  agreed to pay for the return shipping, but said they would be charging a ""restocking"" fee which would be at least 15%, and could be as much as the entire cost of the unit, if it had been used and not returned in the original box. I appealed to Amazon to assist, but they declined and said that I had not contacted them within the correct time frame for a return (I had)., but left no other option, so I have the unit sitting on a shelf in the pantry. Oh well, live and learn.Moral of the story: Buy from a local retailer such as target where returning an item is easy and a no-hassle event",3,B003KYSLNQ
1135,The Best Kettle of All Times!,"This is by far the best programmable kettle that I have owned. I've had it for more than 2 years and it is still in perfect condition. It's great for those who drink white, green tea as they don't need the temperature to be as high as black tea for example. The fact that it is stainless steel also gives me a peace of mind as I wanted something with least plastic possible in the inside. The inside of this kettle is all stainless steel and you won't see any heating element like the old/cheap ones. Also I love the fact that it is can be detached from the base so easily and smoothly which make it super easy to work with. Even for those who are not tea drinkers this is good for making hot chocolate, french press coffee, instant coffee, cereal, oat meal, etc. I also love that when it is ready it makes a beep so that you won't need to stay next to it in the morning waiting for it to be ready. The kettle has this awesome function that it keeps the water warm for about 30min even after it beeps (reach the set temperature) so if you have guest over or can't get to it right away you hot water will stay hot. The outer side is also super easy to clean. The handle feels very solid and sturdy and the top lead opens and closes very securely. Overall, this is a well made kettle for multiple purposes!",5,B003KYSLNQ
1136,Kettle is fantastic and worth every penny!,"We were gifted on of these for Christmas and it has definitely become the most used item in our kitchen.  First off, it's chrome finish is very esthetically pleasing.  I am a stickler for a bare-bones clean kitchen countertop but this kettle is certainly attractive enough to be left on the out all of the time.  I certainly like that it is cordless, so is easy to move and it pours very well.  The non-slip base is a great safety feature as is the boil-dry prevention that is built in.  Anyone who enjoys tea will appreciate the ability to control temperature and warm up features.  Heating to a boil is astonishingly quick.  Caution - the exterior of the kettle gets very hot and is potential burn hazard if not handled with care.  It has a large volume capacity of 1.7 L, and is very easy to clean.  Typically just a simple wipe is all that is required.  I have had a handful of different kettles over the years - some better than others.  This is by far the most superior that I have used and would highly recommend to anyone.Caution - the exterior of the kettle gets very hot and is potential burn hazard if not handled with care.",5,B003KYSLNQ
1137,Slightly confusing but makes fantastic tea,"I didn't realize how much precise temperature control would improve my tea.  I had an old, simple, low end Bodum plastic kettle in safety orange that I loved until it died after eleven years of heavy use.  An exact replacement wasn't available and the price of fancy kettles like this one has come down quite a bit, so I figured it was worth the upgrade.  My tea is so much better now that I'm using the correct temperature for each type of tea.  My prior method was boiling water for every type, then waiting for it to cool somewhat for more delicate teas, as I figured being exact didn't matter until you got to much higher end teas than I use. I was wrong. It matters a lot. I didn't know what I had been missing until I made green/white teas with the exact correct temperature water.I do miss the simplicity of a single button, and found the user interface slightly confusing.  Lit up blue is not on, which it should be. It's standby.  It has to have a flashing white light to be actually heating your water. That's quite silly and counterintuitive.  But you get used to it.I can't speak to longevity, as I've only had it a few months, but so far, I love it.",4,B003KYSLNQ
1138,Poor ergonomic design,"I bought this model because Wirecutter rated it highly, and, as a tea drinker, I liked the ability to set specific temperatures. It was replacing a basic Breville kettle I'd had for years that started to leak.First, the handle is not comfortable for a smaller hand (mine). It is wide to accomodate all the controls, but the shape makes it difficult to control when full of water.  If I steady it with my other hand, the outside is very hot when the water heats.Second, the water gauge is hard to read. It's located under the handle, and although lighted, it was difficult to see the water line.Third, and the reason I returned it, is that after only two days of use, I couldn't turn the control panel off. It stayed lit and no matter what button I hit, it stayed on. I unplugged it, waited, then re-plugged it. Phew, lights off. I hit Start and the control panel lit up, but the kettle didn't start. That's it. Back to Amazon it went.PS -- I bought the newer, but same basic Breville as I had before. The handle design is excellent and the water level is displayed on BOTH sides of the kettle, clearly visible. My previous one was plastic and while it got warm, never got too hot to touch. The new one is metal and gets hot on the outside. My only gripe.",1,B003KYSLNQ
1139,Disappointing,"This kettle is very disappointing. Leaks from the top part of the pouring spout when low water level.I did thorough research before buying a new kettle to replace my 5-year-old amazon basic kettle.I looked for 3 main features: fast heat up, temperature control, and elegant looks. In addition, I was looking for a stainless steel kettle to avoid the plastic odor.Most kettles with temp control look very rough so I decided to purchase the Cuisinart.THERE ARE SO MANY BAD THINGS ABOUT THIS KETTLE so it is hard to pick the one to start with.1. It is very slow in boiling and noisy. My amazon basic kettle has the same efficiency.2. It leaks from the top part of the pouring spout when low water level.3. The kettle body is hot.4. The blue light is annoying especially because it doesn't turn off when the boiling is done. It takes a couple of minutes for the light to fade away.5. The ""stay warm"" button is on as a default, so you have to turn it off actively, otherwise it will continue to perform rounds of heating indefinitely.6. It beeps like a body thermometer!Good things:1. No odor2. Looks OK, but still not elegant.The bottom line,  I would not buy this kettle for that price with all the listed bad features. The real problem is that there is no good alternative. Probably I would go for something cheaper with fewer expectations.",3,B003KYSLNQ
1140,In The Event Your Cuisinart CPK-17 Has Ceased To Function,"After about 8 months, mine stopped working in the same way it seems others' have - still makes lights and sounds but no heat. I was able to revive it though by disassembling and cleaning the bottom of the circuit board with rubbing alcohol. I'm not an electrical engineer and have no idea what I'm talking about, but this is what worked for me. It is probably very dangerous though, so don't do it.With that said:you will need this screwdriver h[...] (in case this link is removed, search amazon for ""triangle screwdriver"", first result)remove the 3 screws from the bottom of the kettlegently dislodge the plastic bottom piece - there are fine short wires connected to it, so be careful you don't yank itthere are 3 white connectors attached to the circuit board - carefully slide them off, trying not to bend the long thin contact wiresnow that the bottom piece is separated, you have to get the circuit board off - there is one screw in the middle and 3 (or 4) plastic tabs that must be brokenthe back of the circuit board will most likely look grimy and corroded - try to clean it with a cloth and rubbing alcoholok, now put it all back togetherof course the circuit board is just going to dangle in there now, since you've broken the tabs. I didn't even worry about it.You can test it on the base plate before completely reassembling, to make sure there aren't loose wires. I mean, I did, but it's probably dangerous, so understand you alone are responsible for your health. Hope this helps. Wish I would have taken pictures, but it's really pretty self evident once you start, as long as you've got some intuition for these things.",4,B003KYSLNQ
1141,Just bought my 2nd Cuisinart electric kettle; the 1st one lasted almost 10 years,"I think the title of this review says it all.  I wrote a glowing review the first time I bought it (10 years ago???) and it was used most days. It lasted a long time.  When it died, it was because the power stopped working - which was probably my fault since I tended to really YANK the plug out of the socket each time after using the kettle since I don’t like leaving appliances with heating elements plugged in when no one is around.So I looked up on my Amazon account to see what I bought last time (love this feature), then looked at the competition today.  I couldn’t find another kettle that I liked as much as this one.  The recent reviews made me hesitate, but overall the kettle’s features still resonate with me: it is heavy and solid - no one is going to knock it over by accident; it heats up quickly; it holds a lot of water; it beeps when its finished; its aesthetically pleasing, which is important since it sits on our counter; and it is simple and uncomplicated.I’m crossing my fingers we have good luck again; so far so good.  Highly recommend.",5,B003KYSLNQ
1142,DO NOT recommend wasting your money on this piece of JUNK. Rust all over the place,"Looking nice and sophisticated with all those bells and whistles, BUT there is HUGE problem with it. It gets rust inside where the boiling water is after a year or so of use.  I've already purchased it 2 times and I had to change it every 2 years. No more for me. Junk made in China. I'm getting something else this time. DO NOT recommend wasting your money on this piece of JUNK. I'm very upset and disappointed, paying $100 for this JUNK REALLY? Take a look at the pictures I took as a prove.",1,B003KYSLNQ
1143,"Shitty warranty, noisy, and temperature decal is disappearing after only 2 months of usage","Just got off a call with cuisinart. They clearly don’t stand behind their products. The numbers coming off after 3 months is just not acceptable at that price. Argument for this not being a  warranty issue is because the kettle still works, but in 6 months when all the numbers have come off, I’ll wonder what the functionality of a kettle is that allows you to choose the temperature when you can’t read the temperature anymore. Seems utterly stupid to think I’ll have to resort to a sharpie or an engraving pen to make sure I recall the temperature locations. I will think twice about buying anything from cuisinart again because they obviously are not supportive to their consumers. The kettle is also annoyingly noisy - so that is another strike against it.",1,B003KYSLNQ
1144,Shoddy equipment,"I have had three of these kettles. The first one failed within a year and was replaced for free by Cuisinart. The second one lasted another two years and then was out of warranty and would not be replaced. I went without one for a period of time and then bought another. After thirteen months, it failed. I called Cuisinart and was told I would have to pay to ship the broken item to Cuisinart in order to get a replacement. I declined. I'm done with this junk.",1,B003KYSLNQ
1145,The top doesn’t open all the way without hand assistance,"This is my second Cuisinart kettle. The last one I had for 7 years. When that top broke( it would no longer close) I replaced the kettle. I’m very disappointed that from day one, the top wasn’t working.",4,B003KYSLNQ
1146,Not a good product from Cuisinart,"I wanted to love it. Nice color, good temp control and water capacity. However, after every use (no matter the temperature setting) the water tastes like burned plastic. We used it for months and the burned plastic taste never went away.  This is more than an inconvenience. We can’t use it at all. The water tastes terrible. The kettle is stainless steel but the inside of the lid it is black plastic. For this brand and price I was expecting a great product. I wished I return it, but I thought it was something temporary.I had tu purchase another electric kettle from another brand that is stainless steel outside and  inside the lid and it works great.",1,B003KYSLNQ
1147,Lid button quit working,"I have had a couple of these over the years and they performed well --- till this one.  A couple of months after use the lid button began to fail.  I got around it by adding a button on top to lift the lid and fill the pot.  A couple of months after that the lid would not stay open making filling the pot a chore.  We read reviews on other sites which described the same problem with nightmare results in trying to get repair/refund, etc. from Cuisinart  I don't know if they changed mfg or outsourced, but the quality is not what I'd expect from Cuisinart.  I won't purchase again.",1,B003KYSLNQ
1148,"Worked OK, broke after two years, warranty useless","This was an alright kettle, with a sensible selection of temperatures for my teas and coffee.  It heated water in a reasonable time. (I never boil water for tea/coffee so I can't say hew it would fare in such use.)  There was nothing stellar about it but it was fine, it worked well.  It did at times fail to shut off at the right temperature (but would rather boil and then shut off) but this was very rare, so fine.  It was pricey at $70 when I got it.After about two years it broke. It stopped shutting off reliably so that it would just boil sometimes regardless of temperature control and a few times it didn't even seem that it would stop so I had to shut it off.  What finally did it is that it started leaking, nearly every time it's used.  And these were good leaks, the counter would have a little paddle. One can see scale from leaked water all along the edges of the bottom half of the window and handle.  So it started breaking up at the seams, literally.  It is far too early for a product with the prime price to break apart like this after two years, I think.I'd like to add, I didn't abuse it in any way. It was used a few times a day, nearly every day, to warm up water to 175 -- 200, for (green/oolong or black) tea and coffee.But then comes the kicker: the 3-year warranty?  Well yes I presume, but you pay all shipping.  It actually says this loud and clear. Go find the warranty information on this page and click on it and read the page.  (Also, at least one other review talks about it.) So I'd be  paying altogether at least a half of its (then) retail price -- so that they take care of their faulty product.  A little funny isn't it.  Needless to say I'm buying another, and not this brand unfortunately.Altogether, it worked OK (4/5), broke up too early (-1), warranty is misleading unless you actually read it, what most people don't do (-1) -- the fairest I can do is thus 2/5.",2,B003KYSLNQ
1149,Spout Contains Black Plastic Besides the filter,"While the Cuisinart 1.7 Tea kettle worked very well, I did not like the fact that there is black plastic piece down inside the front of the spout where a removable filter sits. This black plastic part does come into contact with the water when boiling, something I did not want in a tea kettle. Also the lid top opening where you fill for water is small and if you like to clean your kettle by hand you would need a child's hand to get into it.",3,B003KYSLNQ
1150,Started to malfunction 1 year into 3 year warranty,"I did extensive research before buying this kettle in March 2016. Cuisinart is supposed to be a very good brand. I wanted to love it.For almost a year it has worked well. Now, however, it randomly fails to stop at the programmed temperature setting, and will proceed to a full boil without ever shutting off! Even if removed from the base; even if the 'start' button is turned off & no lights are on; the kettle still continues to boil.It does not happen every time. When it does the only way to reset is to unplug the base from the wall. So, now to be safe, we can not walk away from the kettle when it is heating.Also some of the printing is coming off of the water level window.I called Cuisinart & they will replace it, but as others have noted, their 3 year warranty does not cover shipping, so I would have to pay to return the defective kettle AND pay for the shipping of a replacement. I am going to see if Amazon will do anything better for me.As an aside, I've owned a Breville cordless kettle (without temperature controls) for 10 years plus & it still does the job.Unfortunately, I need multiple temperature settings now, and I see similar complaints about the Breville multi-temp kettle.Not sure what brand to choose next.",2,B003KYSLNQ
1151,Poor design,"You can't fit your hand inside the kettle to wash it. The plastic filter is removable, but there is still another plastic grate the water passes through when pouring. Last time I checked, boiling water and plastic shouldn't go together, even if it is BPA free. And finally, the kettle is not insulated. So once the water boils, the outside of the kettle is screaming hot. The handle is fine, but in no way can you touch the kettle. I guess I should have realized that. The description lacks this bit of info, which should have told me that it isn't insulated. But regardless, that is a big problem for us since we have kids, so I'm returning it.",1,B003KYSLNQ
1152,"Loose screw after 4 months of use, Cuisinart not helpful in resolving issue.","I bought this unit 4 months ago from Amazon and it worked great (and maybe still does). I use the unit once a day to boil water for my newborn so the use of the unit is very light.My issue is simple, I just found a loose screw bouncing around inside the kettle and after calling the customer service I was told that I have to pay $15 to have a new one sent to me and cut the cord of the original unit and send it back to Cuisinart (at my own expense). To me this is waste of resources, time, and money to handle it the way Cuisinart requires me to proceed. I simply want to find out where the screw came from so that I can put it back where it belongs. Its most likely a very minor thing.Looking at Amazon, I don't think I can return it for a replacement so that does not make me happy ether.I'm attaching image of the screw in case someone dealt with the same issue and can help.",1,B003KYSLNQ
1153,"Works well, base is a bit wobbly",I wish it felt more stable. I’m not sure why it doesn’t sit square on the counter without wobbling back-and-forth….,4,B003KYSLNQ
1154,Awesome Kettle-Works Like a Champ....and is going strong after five years!,"I bought this over six months ago and heat it up at least two times per day. It is fantasticl Not only can I choose my temperature, it will stay at that temp for another half hour if I'm not around to pour it. It is consistant and has many great features.Addendum: I have now used this kettle for over a year and a half and it still works fantastically!!  Still using it 2x or more per day. I drink many types of tea and love to make French-press coffee upon occasion too. The temperature selections are phenominal for multi-use. It has a window for easy measurment, looks high-tech with an elegant design, and its working quality and features are well worth the rather steep pricetag. I am very happy that I can choose to keep the water ""cooking"" for a half an hour (for when I'm busy or have company) or program it to immediately shut itself off. I used to have accidents using a stovetop teakettle, no more with this appliance. I couldn't be happier with it.It is now five years since purchase and it's still going strong. My husband and I remain avid tea drinkers. We now use this 4 to 5 times per day, every day, for the last five years. It works so great that they should win a medal for design and durability. Like many others, the lettering on the most used buttons have worn off as you can see in the photos.",5,B003KYSLNQ
1155,Hot water comes in contact with plastic.,"I regret buying this. I don't know why they included the plastic. I guess they think people want to brew tea inside it. While you can remove the plastic screen, you can not remove the plastic in the spout.",1,B003KYSLNQ
1156,Great Electric Tea Pot,"Love this tea pot maker. It's so quick and easy to make tea. Plus if you're in a bind and can't wait for the water to boil while making pasta, this will boil your water immediately and you can pour it into the pot for the pasta.",5,B003KYSLNQ
1157,"Love it! (well maybe not so much - update Oct 25, 2018)","I've seen a few other reviews about having trouble with this product but mine is great.  I drink tea every day and love that the CPK-17 has different temperature settings based on the type of tea I am in the mood for.  I think it might be a little bit overpriced but that is difficult to judge right now.  If it lasts for 10 years, it a good price.  If it lasts for one year, well then it is a terrible price.  I'll add to my review once I've had it for some time.  But honestly, it seems very well built and I've purchased Cuisinart products in the past and still have them many years later.UPDATE (Oct 25, 2018):  Had troubles after 6 months with the first unit and struggled with Cuisinart to get it returned without having to pay for shipping both ways!!!!  The second unit worked relatively well but I would have trouble setting the controls sometimes and would have to unplug it once a month to get it to work again.  It got worse in the end and I had to unplug it at least once a day! It finally died the other day forcing it into the appliance junkyard:(I decided to buy a completely different brand this time and went with Homgeek electric kettle which looks identical to the Epica electric kettle.  Why do I mention this here.  First, because I have just boxed it up after two days of service. And second, Amazon wouldn't let me review it on it's item page!  This unit has the same six temperature settings as the Cuisinart but the difference is, each time you turn it on you must hit the Set button and cycle through the temps to get to the one you want.  It defaults to 212 degrees!  That's fine if 99% of the time you only use that setting but I'll bet most people that buy a multi-temp kettle would probably find that annoying! I usually use 200 degrees so I had to hit the Set button multiple times each time I wanted a cup of tea.  I drink at least six cups a day so that got old fast!  The other issue is it didn't keep the water hot after it's cycle... you had to hit another button after you started it in order to use the Keep Warm feature. Again, every time you used the kettle.  The lid opener is built into the lid and was quite small (annoying) and also the lid came up at a small angle making it a bit more difficult to fill.  The last issue is that it didn't beep when the cycle finished.  I guess that was something I got used to with the Cuisinart.I have now replaced my Kettle with the Hamilton Beach 41020 Electric Kettle.  It looks identical to the Cuisinart and I'm guessing if I went to China I would find them being made together in the same factory on parallel assembly lines.  The difference is about $11 in favor of the Hamilton Beach!",4,B003KYSLNQ
1158,Arthur Dent would love it,"If Arthur Dent had this, he could make his tea without needing to occupy the whole computer capacity of the Heart of Gold. Think of the whales and petunias that would be better off!If that makes no sense to you, don't panic! Just buy this kettle.Use this electric kettle to heat water to the correct temperature and enjoy a cup of tea while reading ""The Hitchhiker's Guide to the Galaxy"" by Douglas Adams. It may not be the funniest book ever written, but it is, undoubtedly, the funniest book ever written that begins with the destruction of the Earth by Vogons, a race of bureaucrats who write terrible poetry.The kettle works simply, quickly, and safely. It lets you heat water for coffee or tea or broth or whatever, and if there's leftover water it will hold that water at the proper temperature for a while, so you can go back for a second cuppa.If you spill a bit of the hot water, just mop it up with a towel. You do know where your towel is, yes?",5,B003KYSLNQ
1159,DANGER: Sediment produced by kettle,"BEWARE. Wanted to love this kettle, and did for a while until we realized that it left a sediment in our water. My husband did many tests to verify this, including using filtered and unfiltered water and bottled and tap water, as well as two other kettles. It appears that the bottom of this kettle is pitting, which is leaving this heavy residue as shown in the photo. And this was after cleaning the kettle with white distilled vinegar. I try not to think about the amount of whatever this is that I digested. Bottom line, I do not recommend this kettle.",1,B003KYSLNQ
1160,Rust inside!,I have loft this product I mean I could get one for much cheaper but I loved the look and though water would stay warm with stainless steel. It has worked well thus far but i took a look inside the other day and it has rust all along the inside seem of the bottom… lord knows how long it’s been like this and we have been ingesting rust! I will be contacting the company and see what happens.,1,B003KYSLNQ
1161,This Cuisinart electric kettle is not stainless steel as it claimed it was.,"We dislike this product after using three months because it started rusting interior/exterior.  We worry if it is safe to drink the water.  Cuisinart should be a good brand, but it needs to be re-evaluated for this particular product.",1,B003KYSLNQ
1162,Started leaking after 3 months,I like it a lot as it heats up small and large volumes quickly. All that doesn't matter though if quality fails: the kettle started leaking after 3 months regular usage.I contacted the seller (My Goods) for replacement and hope to update this comment when I have next steps.,1,B003KYSLNQ
1163,"Beeps non-stop, defective product don't buy it.","This product broke right after the return policy window closed, I cannot longer return this product and now its an expensive kitchen decor, not sure if this helps but I was only boiling water using the preset for french press (200) and never used the keep it warm function. I only boiled water in the morning and never left it wired after using it.",1,B003KYSLNQ
1164,Love it!,"I love Cuisineart and have used them for most of my kettles. This one is super easy to use, has good temperature control and a good water capacity. I love that it has the different water temperatures.The only thing with this one compared to my old one is that if you don’t push the start button after you’ve heated the water, it’ll keep reheating it to keep the water warm for you.All in all, it’s a great study kettle that is worth the money!",5,B003KYSLNQ
1165,Love this electric Kettle!!!!!!,"This is a great kettle. Worth every penny.  I had my first one for several years, and it worked great the entire time (we had a mishap, no fault of the product) and, I would only replace with the same exact kettle. Heats up quickly. Has various temp controls for different types of teas, from 160 to boil.  The kettle lets you know when it's ready, and easy to see the water level.  And, it looks great!  If you are looking for a quality product that will last, this one's for you.  I would highly recommend.",5,B003KYSLNQ
1166,"Avoid if you don't want plastic leaching into your hot water, there are plastic parts inside!","There are plastic parts inside the kettle by the spout to hold the mesh filter (which is also plastic). Plastic should not come into contact with your hot drinking water, even if the plastic is BPA free. I personally do not want to be drinking microplastics so I returned the kettle.",1,B003KYSLNQ
1167,plastic parts inside will degrade and add microplastic in your water!,plastic parts inside will degrade and add microplastic in your water! buy the full stainless steel interior.,1,B003KYSLNQ
1168,cheap crap / avoid,"My kettle broke 2.5 years in.  $100 for a kettle that doesn't even last 5 years!  It also broke in a very dangerous way that could easily cause a fire: it started boiling any time you returned it to the stand.  (And yes, I've used this 3-5x daily, so I'm very sure that it wasn't on the maintain heat setting.)Their crappy warranty also didn't even offer to cross ship.  I had to buy another kettle in order to get a replacement... as it turns out, I bought a kettle because I, well, use a kettle.My T-Fal lasted a decade and cost 1/3 as much money.  I'd strongly recommend not patronizing this crappy brand.",1,B003KYSLNQ
1169,Kettle Leaks After Six Months,"We bought this in May of 2024 and as of the second week in November of 2024 it has begun to leak from the bottom of the kettle around the black attached base.Such a disappointment since we had another kettle exactly the same that we used for four years with no problems!  I have purchased a different brand this time because this incident has disgusted me!  It does seem like as time goes by, products become less reliable no matter who the manufacturer is!  Shame on Cuisinart!",1,B003KYSLNQ
1170,"Broke less than a year after purchase, Cuisinart customer service ineffective","Purchased this kettle less than 1 year ago and it's already broken. The kettle will not heat when placed on the base, and the lights on the control panel blink on and off rapidly. Tried the reset instructions on Amazon and the manufacturer handbook with no success. Tried to submit a product complaint multiple times with Cuisinart directly and the form wouldn't let me submit ""due to technical reasons"". Save yourself the money and time and don't buy this product, buy elsewhere and from a different brand!",1,B003KYSLNQ
1171,Hazardous and unsafe,"This kettle is not insulated and this means that the entire thing, except the handle, gets scalding hot. This is a potentially hazardous item for anyone with older folks or children who use the kitchen countertops. Absolutely will get burned if accidentally bump an arm into it or try to hold the handle and balance the actual kettle with their other hand. Terribly disappointed and sending it back immediately. I expect better from Cuisinart.",1,B003KYSLNQ
1172,Black Plastic spoils a 5 star review,"I just received this. One of the first things I noticed was the stainless steel screens were easily removed. The stainless steel screens are contained in a black plastic frame. No problem, I removed the screens. The reason I'm knocking my rating down to 4 stars is due to the holder for the black plastic screen frame also being made of black plastic. When you pour boiling, or near-boiling water into or through black plastic we are now informed that you are releasing microplastic particles on a scale of millions, or billions, or trillions, depending on the source of your information. There is a miniature screw and nut holding that large filter frame in place, so I will remove it at some point soon.I guess we're all around 0,05% plastic at this point anyway, but I'd have been happier if there was no plastic in the path of my boiling water and they'd made these parts out of stainless steel as well.",4,B003KYSLNQ
1173,Solid and reliable - would recommend.,"We bought this water boiler five years ago and just threw it out today. That's a pretty decent run considering we used it multiple times per day. I like the different temperature settings, and it heats up water pretty quickly. The only major negatives other than it breaking after five years or that the bottom ended up getting stained pretty quickly, and I'm not really sure why because I only used water in it",5,B003KYSLNQ
1174,Great product!,I have been living under a rock and quit using my stove kettle after purchasing this. This thing boils fast and I get to have my coffee and tea sooner! The chamber gets really hot so be careful burning yourself. If you have children please tell them to stay away when in use. Other than that everyone should have this electric kettle.,5,B003KYSLNQ
1175,"Great Kettle, Unfortunately Electronics are Defective!","I purchased this electric kettle because the one I had prior (though otherwise wonderful) just started to leak one day. This seems to be a chronic hazard of this category, unfortunately. I also have started drinking tea so thought having a device that would heat to different temps might be a good thing. (At the moment, I'm not entirely sure that this is important or necessary.) For these reasons, it seemed as if this, more expensive than I would normally want it to be, high quality kettle would do the trick and it is a different design than most of the others so didn't think leaking would be the problem and, so far, it's not.I've only had it for a few weeks and it is a pleasure to use and wonderful to have a kettle that doesn't intermittently leak all over the counter top at unexpected times. The problem is, as has been noted in other reviews, that the electronics in the kettle are defective. This manifests in it staying turned on long past the short time it's supposed to once it's returned to the platform. Even after I get it turned off, it will turn itself back on (as in the light) after that, at unpredictable times. Most of this is easily solved by simply not returning the kettle to the platform but alongside it, I discovered. (even when it's hot, the bottom is not hot so this can be done). I'd be willing to keep it and live with it that way if it wasn't for the fact that sometimes the electronics malfunctions in a different way, as in not turning on at all or turning itself off in the midst of trying to boil some water.For the price I paid, seems as if this should not be an issue within weeks of receiving the kettle. It was 90 something dollars. Seems to me nothing about these things is likely to improve and it's more likely to get worse until the kettle doesn't function at all. Given that it's not a manual or simple electric connection and depends on the more complex electronics, I will sadly be returning it.Now I don't know what to get.",1,B003KYSLNQ
1176,"It will break...Sooner or later, but likely sooner than you hope! VIOLENTLY!","All the reviews with 5 stars are from the people who just bought it or owned for a little while.All the bad reviews are from the ones who owned it till it broke.Well, I took the bullet, hoping it will not happen to me, but, alas, it did, of course.While kettle worked, it rated 5 stars. Temp control, all blows and whistle. The only complain I have about its operation is that often times it switches to KEEP WARM setting, but that might be due to user error - I'm not the only one using it, and KEEP WARM button is right under START so it's very easy to push both of them if you are not careful.Goodness lasted only 8 months. From other reviews I gathered none of them lasted more than a year. So, if you find it acceptable to shell out $100 or so for this long, good for you. I certainly do not. The rating drops down to 2 stars right there for me. Customer service gives the same story as to the others - ship it to us, we ship you replacement. I pay for the postage both ways. No, thank you.It gets worse. A friend of mine bought this kettle recently, and when I visited him, I noticed the differences between his and mine.He dug out the box, and his version is Rev2 of this model, supposedly better and longer life.So I bit the bullet again (I never learn, do I? :) But I REALLY loved it when it worked)Well, the second one worked only 3 weeks! (luckily, as I was still in Amazon return window)What was not so lucky, is that it burnt, leaving a foul smell in my whole kitchen and a nasty burnt ring of some fetid black resin-like residue on my counter which I installed just a couple of months ago! And of course it would not come off! Now who's going to pay me for the new counter?Don't walk from this kettle, RUN!",1,B003KYSLNQ
1177,"overpriced, bad controls, bad usability","I had high hopes for this water kettle, but there are some serious things poorly designed with this:1) the markings for the water temp wear off over time ( less than 1 year ).  now, i have no idea which temp is which now.  I only remember that the lowest temp is on the upper left and boil is on the lower right.2) it's hard to put on the base.  The portion of the base that has the protrusion for the electrical connection to the kettle is too high, requiring a vertical mount - dismount.  I've had other kettles with this same mechanism that were lower, which made it much easier to put the kettle on the base.  Not sure why this kettle's base needs to be so high.3) difficult to see how much you have filled - when filling from my counter top water dispenser, it's difficult to see the markings, becuase it's behind the handle, which my hand is holding on to.4) difficult to see how much water is actually in the kettle.  you can only see how much water is in there when the blue light is on, which, if you have left the kettle off for a while, turns off.  So you have to go over, pick up the kettle, place it back carefully vertically ( see point 2 ), then you can see how much water is there.  The handle obsures the view of the water indicator.5) the display panel looks like a christmas tree!  so what blue button, flashing or steady, means that this thing is actually turned on ?  or is it a white light that means that its turned on ?This kettle was replacing a $30 plastic krups kettle ( which they don't make any more, but sell a stainless version for $70 ).  The $30 was dead simple to use and solved some of the other serious usability problems.On the plus side, I do like being able to have different temps of water, but that is about the only thing that this kettle does well.",2,B003KYSLNQ
